ticket_id,customer_id,order_id,created_at,resolved_at,issue_type,priority,status,channel,customer_satisfaction_score,description
TKT00005074,CUST002095,ORD00028657,2026-02-13 17:15:26,2026-02-21 00:15:26,Product Information,High,Resolved,Chat,2.0,Customer reported an issue related to product information.
TKT00005075,CUST001820,,2024-03-08 22:59:48,,Refund Request,High,Open,Chat,,Customer reported an issue related to wrong product.
TKT00005076,CUST002289,ORD00019912,2024-03-05 12:11:21,2024-03-07 16:11:21,Delivery Delay,Low,Closed,Social Media,3.0,Customer reported an issue related to technical issue.
TKT00005077,CUST003953,ORD00025014,2023-11-23 12:32:16,,Account Access,Low,In Progress,Social Media,,Customer reported an issue related to refund request.
TKT00005078,CUST003299,ORD00027078,2025-08-23 01:26:06,,Order Cancellation,Low,Open,Phone,,Customer reported an issue related to technical issue.
TKT00005079,CUST004658,ORD00022990,2024-10-22 23:53:44,2024-10-24 12:53:44,Account Access,Low,Resolved,Web Form,5.0,Customer reported an issue related to wrong product.
TKT00005080,CUST004077,ORD00010034,2023-09-01 20:23:22,2023-09-06 06:23:22,Account Access,Critical,Resolved,Web Form,2.0,Customer reported an issue related to refund request.
TKT00005081,CUST004501,ORD00022804,2024-09-06 03:18:11,,Order Cancellation,Medium,Open,Email,,Customer reported an issue related to wrong product.
TKT00005082,CUST000917,ORD00003567,2024-01-11 02:22:04,,Product Information,Critical,Open,Email,,Customer reported an issue related to delivery delay.
TKT00005083,CUST004768,,2023-10-02 08:14:30,2023-10-10 03:14:30,Delivery Delay,Low,Resolved,Chat,1.0,Customer reported an issue related to technical issue.
TKT00005084,CUST004621,ORD00018409,2023-09-07 17:05:23,2023-09-17 17:05:23,Delivery Delay,Critical,Closed,Phone,3.0,Customer reported an issue related to delivery delay.
TKT00005085,CUST001208,ORD00004655,2024-08-12 19:16:45,,Order Cancellation,Low,Open,Phone,,Customer reported an issue related to technical issue.
TKT00005086,CUST004152,ORD00026658,2025-10-30 04:41:47,,Account Access,High,In Progress,Chat,,Customer reported an issue related to product information.
TKT00005087,CUST003407,ORD00000281,2024-12-03 20:21:44,,Wrong Product,Medium,Open,Phone,,Customer reported an issue related to refund request.
TKT00005088,CUST000130,ORD00007957,2025-09-24 07:13:44,,Payment Issue,Medium,Open,Web Form,,Customer reported an issue related to refund request.
TKT00005089,CUST000228,ORD00001245,2025-04-22 08:40:22,2025-04-22 10:40:22,Damaged Product,Low,Closed,Phone,4.0,Customer reported an issue related to refund request.
TKT00005090,CUST003362,,2025-10-01 08:41:18,2025-10-03 17:41:18,Wrong Product,Critical,Closed,Web Form,4.0,Customer reported an issue related to delivery delay.
TKT00005091,CUST003165,ORD00001219,2024-04-30 10:06:31,,Wrong Product,Low,In Progress,Chat,,Customer reported an issue related to technical issue.
TKT00005092,CUST001966,ORD00029562,2024-12-20 00:05:45,2024-12-25 12:05:45,Account Access,Medium,Closed,Chat,3.0,Customer reported an issue related to account access.
TKT00005093,CUST002549,ORD00016706,2025-05-26 08:25:11,,Account Access,Low,In Progress,Web Form,,Customer reported an issue related to delivery delay.
TKT00005094,CUST000767,ORD00001104,2024-01-24 04:32:25,2024-01-28 12:32:25,Account Access,Medium,Closed,Chat,1.0,Customer reported an issue related to damaged product.
TKT00005095,CUST004547,ORD00008121,2026-05-24 08:42:19,2026-05-25 21:42:19,Account Access,High,Resolved,Phone,5.0,Customer reported an issue related to refund request.
TKT00005096,CUST003169,ORD00013217,2026-02-27 08:00:35,,Wrong Product,Critical,Open,Phone,,Customer reported an issue related to account access.
TKT00005097,CUST002561,ORD00018498,2023-08-30 14:44:35,2023-09-03 11:44:35,Technical Issue,High,Closed,Chat,4.0,Customer reported an issue related to damaged product.
TKT00005098,CUST000106,ORD00018726,2023-03-18 23:37:37,2023-03-25 11:37:37,Refund Request,Medium,Resolved,Email,3.0,Customer reported an issue related to technical issue.
TKT00005099,CUST000636,,2025-08-08 08:12:35,2025-08-13 04:12:35,Order Cancellation,Critical,Resolved,Email,3.0,Customer reported an issue related to account access.
TKT00005100,CUST004763,ORD00028905,2024-06-26 00:09:48,2024-06-27 00:09:48,Order Cancellation,High,Resolved,Phone,2.0,Customer reported an issue related to delivery delay.
TKT00005101,CUST003050,ORD00017823,2024-06-01 13:01:30,2024-06-01 20:01:30,Refund Request,Critical,Closed,Web Form,1.0,Customer reported an issue related to account access.
TKT00005102,CUST001202,ORD00029030,2023-09-08 22:26:25,2023-09-10 10:26:25,Delivery Delay,High,Resolved,Phone,2.0,Customer reported an issue related to account access.
TKT00005103,CUST000022,ORD00004874,2024-12-01 17:48:46,,Order Cancellation,Medium,In Progress,Email,,Customer reported an issue related to account access.
TKT00005104,CUST001660,ORD00024331,2025-08-29 07:34:33,,Refund Request,Medium,In Progress,Email,,Customer reported an issue related to order cancellation.
TKT00005105,CUST004688,ORD00000012,2026-04-15 21:34:40,2026-04-23 09:34:40,Technical Issue,Medium,Resolved,Email,5.0,Customer reported an issue related to account access.
TKT00005106,CUST001783,ORD00009677,2024-07-05 06:10:32,,Order Cancellation,Low,Open,Email,,Customer reported an issue related to account access.
TKT00005107,CUST001048,ORD00022210,2026-01-26 07:44:01,,Wrong Product,Medium,In Progress,Web Form,,Customer reported an issue related to payment issue.
TKT00005108,CUST000913,ORD00008127,2023-05-14 00:14:57,,Payment Issue,Low,Open,Web Form,,Customer reported an issue related to delivery delay.
TKT00005109,CUST000308,ORD00008332,2025-01-18 12:29:28,2025-01-27 23:29:28,Wrong Product,High,Resolved,Social Media,4.0,Customer reported an issue related to payment issue.
TKT00005110,CUST003387,ORD00016802,2026-02-20 12:45:11,2026-03-01 01:45:11,Delivery Delay,High,Resolved,Social Media,2.0,Customer reported an issue related to account access.
TKT00005111,CUST000314,,2024-01-16 15:46:12,2024-01-21 14:46:12,Missing Item,Medium,Closed,Phone,5.0,Customer reported an issue related to payment issue.
TKT00005112,CUST004347,ORD00011515,2024-05-08 04:54:18,2024-05-14 11:54:18,Payment Issue,High,Closed,Web Form,4.0,Customer reported an issue related to product information.
TKT00005113,CUST003098,ORD00012058,2024-05-18 08:03:47,,Wrong Product,Low,Open,Email,,Customer reported an issue related to product information.
TKT00005114,CUST000712,,2024-11-03 22:28:49,,Account Access,High,Open,Email,,Customer reported an issue related to account access.
TKT00005115,CUST002617,ORD00000802,2025-08-29 03:33:39,,Product Information,Low,In Progress,Web Form,,Customer reported an issue related to product information.
TKT00005116,CUST004149,ORD00027815,2025-05-23 08:34:17,2025-05-25 10:34:17,Wrong Product,Low,Closed,Social Media,2.0,Customer reported an issue related to missing item.
TKT00005117,CUST002507,ORD00019013,2023-05-03 03:09:04,,Product Information,High,Open,Email,,Customer reported an issue related to missing item.
TKT00005118,CUST001451,ORD00029455,2025-04-01 14:01:50,2025-04-08 08:01:50,Account Access,High,Closed,Web Form,3.0,Customer reported an issue related to account access.
TKT00005119,CUST001521,,2024-12-13 10:37:20,,Payment Issue,Low,In Progress,Social Media,,Customer reported an issue related to account access.
TKT00005120,CUST000338,ORD00020658,2025-09-08 20:30:34,2025-09-11 05:30:34,Wrong Product,Medium,Closed,Email,5.0,Customer reported an issue related to missing item.
TKT00005121,CUST001323,ORD00026916,2023-06-03 05:50:08,2023-06-04 02:50:08,Account Access,High,Resolved,Phone,5.0,Customer reported an issue related to order cancellation.
TKT00005122,CUST000978,ORD00013871,2025-03-04 06:32:59,,Damaged Product,Medium,In Progress,Chat,,Customer reported an issue related to refund request.
TKT00005123,CUST000193,ORD00000072,2024-07-08 02:46:04,2024-07-15 14:46:04,Missing Item,High,Resolved,Social Media,3.0,Customer reported an issue related to account access.
TKT00005124,CUST000186,ORD00001231,2025-12-12 21:14:24,2025-12-16 22:14:24,Account Access,Medium,Resolved,Social Media,3.0,Customer reported an issue related to damaged product.
TKT00005125,CUST004633,ORD00002494,2023-01-06 05:19:01,2023-01-13 07:19:01,Delivery Delay,Medium,Closed,Phone,1.0,Customer reported an issue related to damaged product.
TKT00005126,CUST000300,ORD00020187,2025-03-13 21:47:52,2025-03-22 15:47:52,Wrong Product,Critical,Resolved,Web Form,1.0,Customer reported an issue related to refund request.
TKT00005127,CUST001389,ORD00029943,2025-06-03 11:18:17,2025-06-11 08:18:17,Refund Request,Medium,Closed,Email,2.0,Customer reported an issue related to damaged product.
TKT00005128,CUST004215,ORD00004628,2023-04-11 09:24:16,,Missing Item,Critical,Open,Phone,,Customer reported an issue related to order cancellation.
TKT00005129,CUST000134,,2023-03-03 06:13:45,,Account Access,Critical,In Progress,Chat,,Customer reported an issue related to account access.
TKT00005130,CUST000779,,2025-05-05 10:15:31,,Wrong Product,Medium,In Progress,Phone,,Customer reported an issue related to damaged product.
TKT00005131,CUST004014,ORD00025746,2024-12-01 10:49:55,2024-12-05 04:49:55,Missing Item,Low,Resolved,Phone,4.0,Customer reported an issue related to account access.
TKT00005132,CUST001898,ORD00018022,2023-10-24 16:10:22,2023-10-26 10:10:22,Damaged Product,Medium,Resolved,Email,5.0,Customer reported an issue related to account access.
TKT00005133,CUST002351,ORD00013571,2025-08-19 05:31:42,,Payment Issue,Medium,In Progress,Email,,Customer reported an issue related to refund request.
TKT00005134,CUST003660,ORD00026229,2024-10-17 01:50:27,,Order Cancellation,High,In Progress,Social Media,,Customer reported an issue related to wrong product.
TKT00005135,CUST001193,ORD00003434,2023-02-14 22:25:23,2023-02-21 21:25:23,Wrong Product,Low,Closed,Web Form,2.0,Customer reported an issue related to refund request.
TKT00005136,CUST001259,,2023-04-07 05:19:17,,Order Cancellation,Low,In Progress,Phone,,Customer reported an issue related to payment issue.
TKT00005137,CUST004191,ORD00001530,2026-05-05 09:19:54,,Order Cancellation,Low,In Progress,Email,,Customer reported an issue related to refund request.
TKT00005138,CUST004623,ORD00009295,2025-10-13 12:47:46,,Technical Issue,Low,Open,Social Media,,Customer reported an issue related to damaged product.
TKT00005139,CUST004279,ORD00020817,2025-06-20 18:34:54,,Payment Issue,Medium,In Progress,Email,,Customer reported an issue related to payment issue.
TKT00005140,CUST001398,ORD00023242,2025-04-26 08:29:25,,Payment Issue,Low,In Progress,Email,,Customer reported an issue related to order cancellation.
TKT00005141,CUST002545,ORD00028980,2023-09-10 00:14:23,,Account Access,Medium,Open,Web Form,,Customer reported an issue related to account access.
TKT00005142,CUST001288,ORD00021129,2024-12-26 18:00:17,,Account Access,High,Open,Web Form,,Customer reported an issue related to payment issue.
TKT00005143,CUST003081,ORD00009641,2024-12-20 02:05:05,,Delivery Delay,Critical,In Progress,Social Media,,Customer reported an issue related to delivery delay.
TKT00005144,CUST001115,ORD00023534,2023-03-29 00:01:45,2023-03-31 10:01:45,Order Cancellation,Low,Resolved,Chat,1.0,Customer reported an issue related to delivery delay.
TKT00005145,CUST001985,,2024-01-08 10:52:13,,Damaged Product,Low,Open,Email,,Customer reported an issue related to technical issue.
TKT00005146,CUST002574,ORD00020001,2025-12-08 22:07:23,2025-12-12 19:07:23,Payment Issue,High,Resolved,Social Media,5.0,Customer reported an issue related to damaged product.
TKT00005147,CUST004957,ORD00029729,2025-01-14 01:27:27,,Wrong Product,Critical,In Progress,Phone,,Customer reported an issue related to delivery delay.
TKT00005148,CUST000244,,2025-04-01 14:45:28,,Order Cancellation,Medium,Open,Chat,,Customer reported an issue related to product information.
TKT00005149,CUST000230,ORD00026176,2023-11-11 17:15:37,2023-11-16 17:15:37,Missing Item,Medium,Closed,Chat,5.0,Customer reported an issue related to account access.
TKT00005150,CUST003237,ORD00005464,2026-03-06 10:44:55,,Refund Request,Critical,Open,Web Form,,Customer reported an issue related to damaged product.
TKT00005151,CUST003496,ORD00017772,2026-03-27 11:10:40,,Account Access,Low,Open,Chat,,Customer reported an issue related to account access.
TKT00005152,CUST002539,,2023-07-26 17:07:56,2023-08-03 03:07:56,Product Information,Medium,Closed,Phone,4.0,Customer reported an issue related to missing item.
TKT00005153,CUST004973,ORD00028788,2025-08-23 03:25:31,,Account Access,Medium,In Progress,Phone,,Customer reported an issue related to wrong product.
TKT00005154,CUST000871,ORD00015165,2025-04-24 09:27:02,,Product Information,Medium,In Progress,Phone,,Customer reported an issue related to wrong product.
TKT00005155,CUST000958,ORD00028968,2023-02-18 23:49:01,2023-02-21 19:49:01,Product Information,High,Resolved,Web Form,1.0,Customer reported an issue related to order cancellation.
TKT00005156,CUST000923,ORD00020874,2024-01-27 16:44:47,,Delivery Delay,Critical,In Progress,Social Media,,Customer reported an issue related to product information.
TKT00005157,CUST002846,ORD00012891,2023-10-11 22:45:21,,Refund Request,Critical,Open,Email,,Customer reported an issue related to technical issue.
TKT00005158,CUST000880,ORD00019161,2023-09-15 16:16:41,,Account Access,Medium,In Progress,Web Form,,Customer reported an issue related to account access.
TKT00005159,CUST001973,ORD00021138,2023-02-13 18:02:46,2023-02-14 13:02:46,Order Cancellation,High,Closed,Chat,2.0,Customer reported an issue related to payment issue.
TKT00005160,CUST002044,ORD00013341,2024-05-14 06:36:23,2024-05-15 07:36:23,Damaged Product,Medium,Closed,Social Media,3.0,Customer reported an issue related to damaged product.
TKT00005161,CUST002052,,2024-12-01 20:07:58,2024-12-04 11:07:58,Delivery Delay,Medium,Closed,Social Media,4.0,Customer reported an issue related to refund request.
TKT00005162,CUST001592,ORD00022526,2026-06-18 03:20:56,,Refund Request,Critical,In Progress,Email,,Customer reported an issue related to product information.
TKT00005163,CUST000030,,2026-06-02 01:38:31,,Refund Request,High,Open,Phone,,Customer reported an issue related to payment issue.
TKT00005164,CUST000757,ORD00024076,2025-09-12 23:27:38,,Payment Issue,Critical,Open,Social Media,,Customer reported an issue related to refund request.
TKT00005165,CUST004880,ORD00006301,2025-03-24 18:44:02,2025-03-31 13:44:02,Refund Request,Critical,Closed,Web Form,4.0,Customer reported an issue related to refund request.
TKT00005166,CUST003516,ORD00012386,2025-06-19 10:06:22,,Delivery Delay,High,Open,Email,,Customer reported an issue related to refund request.
TKT00005167,CUST004167,ORD00008812,2025-06-07 11:01:02,,Damaged Product,Medium,In Progress,Chat,,Customer reported an issue related to missing item.
TKT00005168,CUST001376,ORD00021713,2026-05-14 12:30:01,2026-05-18 18:30:01,Damaged Product,Critical,Resolved,Phone,3.0,Customer reported an issue related to wrong product.
TKT00005169,CUST000671,,2024-01-26 09:52:21,,Damaged Product,Low,Open,Email,,Customer reported an issue related to wrong product.
TKT00005170,CUST000239,,2025-04-15 22:58:35,,Wrong Product,Medium,In Progress,Chat,,Customer reported an issue related to technical issue.
TKT00005171,CUST000600,ORD00015016,2026-02-26 12:14:55,2026-03-02 10:14:55,Refund Request,Low,Resolved,Email,5.0,Customer reported an issue related to damaged product.
TKT00005172,CUST001781,ORD00024126,2023-08-11 11:13:57,,Wrong Product,Medium,In Progress,Web Form,,Customer reported an issue related to damaged product.
TKT00005173,CUST000805,ORD00023121,2023-10-29 21:58:05,2023-11-08 18:58:05,Refund Request,Medium,Closed,Email,2.0,Customer reported an issue related to refund request.
TKT00005174,CUST002744,ORD00025692,2023-07-19 09:30:56,,Damaged Product,Low,In Progress,Phone,,Customer reported an issue related to refund request.
TKT00005175,CUST003243,ORD00021712,2023-10-08 03:42:24,,Refund Request,Critical,Open,Chat,,Customer reported an issue related to missing item.
TKT00005176,CUST000877,ORD00006547,2024-01-06 21:01:09,,Payment Issue,Medium,Open,Web Form,,Customer reported an issue related to wrong product.
TKT00005177,CUST001851,,2024-06-22 09:48:37,2024-06-28 10:48:37,Delivery Delay,Medium,Resolved,Phone,1.0,Customer reported an issue related to delivery delay.
TKT00005178,CUST002846,ORD00005704,2026-05-24 12:43:40,,Payment Issue,High,Open,Email,,Customer reported an issue related to missing item.
TKT00005179,CUST001659,,2026-01-25 23:15:43,,Delivery Delay,Medium,Open,Social Media,,Customer reported an issue related to refund request.
TKT00005180,CUST002843,ORD00025284,2025-05-03 14:31:56,,Wrong Product,Low,Open,Web Form,,Customer reported an issue related to payment issue.
TKT00005181,CUST000371,,2023-10-26 17:31:36,2023-10-30 10:31:36,Refund Request,Low,Resolved,Social Media,1.0,Customer reported an issue related to payment issue.
TKT00005182,CUST003456,ORD00016459,2023-04-14 10:48:29,,Missing Item,Critical,Open,Social Media,,Customer reported an issue related to order cancellation.
TKT00005183,CUST002887,ORD00017043,2024-10-02 19:49:26,2024-10-03 22:49:26,Delivery Delay,Low,Closed,Web Form,4.0,Customer reported an issue related to payment issue.
TKT00005184,CUST002764,ORD00010672,2024-03-06 19:47:46,,Product Information,Low,In Progress,Web Form,,Customer reported an issue related to refund request.
TKT00005185,CUST002073,ORD00019662,2025-11-25 14:18:11,2025-12-03 19:18:11,Missing Item,High,Resolved,Email,4.0,Customer reported an issue related to order cancellation.
TKT00005186,CUST004149,ORD00003209,2024-10-16 11:41:31,,Order Cancellation,Medium,In Progress,Web Form,,Customer reported an issue related to damaged product.
TKT00005187,CUST003983,ORD00026454,2024-12-30 07:56:05,,Technical Issue,Critical,In Progress,Web Form,,Customer reported an issue related to order cancellation.
TKT00005188,CUST004996,,2024-06-07 09:56:19,2024-06-10 06:56:19,Account Access,High,Resolved,Email,3.0,Customer reported an issue related to account access.
TKT00005189,CUST002658,ORD00000523,2025-01-27 23:32:47,2025-02-03 09:32:47,Damaged Product,Medium,Closed,Email,5.0,Customer reported an issue related to wrong product.
TKT00005190,CUST004003,ORD00009138,2026-05-13 21:54:22,,Product Information,Low,In Progress,Phone,,Customer reported an issue related to refund request.
TKT00005191,CUST002387,ORD00026093,2024-03-16 21:47:26,2024-03-25 01:47:26,Wrong Product,High,Resolved,Chat,2.0,Customer reported an issue related to refund request.
TKT00005192,CUST001817,ORD00007096,2026-02-25 09:32:15,,Wrong Product,Low,Open,Email,,Customer reported an issue related to order cancellation.
TKT00005193,CUST004856,,2023-05-23 07:46:24,,Order Cancellation,High,Open,Email,,Customer reported an issue related to payment issue.
TKT00005194,CUST000471,ORD00014317,2024-09-23 10:35:08,2024-10-02 09:35:08,Technical Issue,High,Resolved,Social Media,2.0,Customer reported an issue related to wrong product.
TKT00005195,CUST004679,ORD00024493,2025-02-07 18:06:51,2025-02-11 16:06:51,Payment Issue,High,Resolved,Chat,3.0,Customer reported an issue related to refund request.
TKT00005196,CUST003733,ORD00009817,2026-02-06 09:29:30,,Product Information,Critical,Open,Phone,,Customer reported an issue related to refund request.
TKT00005197,CUST001789,ORD00004089,2024-02-26 20:23:50,2024-02-27 04:23:50,Order Cancellation,High,Closed,Web Form,5.0,Customer reported an issue related to payment issue.
TKT00005198,CUST001504,ORD00012910,2024-04-21 06:54:41,2024-04-27 22:54:41,Order Cancellation,High,Resolved,Web Form,1.0,Customer reported an issue related to damaged product.
TKT00005199,CUST002299,ORD00001606,2023-03-04 01:52:21,,Payment Issue,Critical,Open,Chat,,Customer reported an issue related to product information.
TKT00005200,CUST000803,ORD00021853,2025-12-21 09:04:14,,Payment Issue,High,In Progress,Email,,Customer reported an issue related to missing item.
TKT00005201,CUST004931,ORD00025750,2023-10-15 04:17:26,,Refund Request,Medium,In Progress,Phone,,Customer reported an issue related to account access.
TKT00005202,CUST004133,ORD00027679,2024-08-24 01:21:22,,Delivery Delay,Critical,Open,Email,,Customer reported an issue related to payment issue.
TKT00005203,CUST004526,ORD00007468,2024-01-26 07:40:01,2024-02-02 17:40:01,Account Access,High,Resolved,Social Media,1.0,Customer reported an issue related to missing item.
TKT00005204,CUST004070,,2024-05-16 02:03:22,2024-05-21 17:03:22,Missing Item,Critical,Resolved,Web Form,5.0,Customer reported an issue related to order cancellation.
TKT00005205,CUST000250,,2025-03-04 17:23:35,,Account Access,High,Open,Social Media,,Customer reported an issue related to payment issue.
TKT00005206,CUST001829,ORD00013493,2024-09-24 16:18:08,2024-10-04 02:18:08,Account Access,Medium,Closed,Email,5.0,Customer reported an issue related to product information.
TKT00005207,CUST004842,ORD00021100,2023-05-17 15:44:10,2023-05-23 23:44:10,Technical Issue,Medium,Closed,Web Form,3.0,Customer reported an issue related to refund request.
TKT00005208,CUST001559,ORD00022087,2024-06-28 21:56:45,2024-07-06 20:56:45,Missing Item,Medium,Resolved,Email,1.0,Customer reported an issue related to technical issue.
TKT00005209,CUST003693,ORD00016476,2023-10-20 17:49:32,2023-10-30 16:49:32,Order Cancellation,Medium,Resolved,Email,5.0,Customer reported an issue related to technical issue.
TKT00005210,CUST002306,ORD00000827,2026-01-21 07:18:56,2026-01-29 10:18:56,Technical Issue,High,Resolved,Chat,1.0,Customer reported an issue related to missing item.
TKT00005211,CUST002267,ORD00012774,2026-03-02 15:08:30,2026-03-06 09:08:30,Order Cancellation,High,Closed,Chat,3.0,Customer reported an issue related to refund request.
TKT00005212,CUST004215,ORD00016678,2025-10-15 13:16:16,2025-10-17 13:16:16,Delivery Delay,Medium,Closed,Phone,4.0,Customer reported an issue related to technical issue.
TKT00005213,CUST002163,,2024-05-24 14:07:32,2024-05-26 02:07:32,Refund Request,High,Resolved,Email,5.0,Customer reported an issue related to technical issue.
TKT00005214,CUST001967,,2023-06-20 01:34:54,,Technical Issue,Medium,Open,Phone,,Customer reported an issue related to account access.
TKT00005215,CUST000547,ORD00004701,2026-01-08 14:30:09,2026-01-12 16:30:09,Product Information,Medium,Closed,Phone,3.0,Customer reported an issue related to product information.
TKT00005216,CUST001697,,2024-07-10 11:53:30,2024-07-18 12:53:30,Missing Item,Critical,Closed,Chat,4.0,Customer reported an issue related to technical issue.
TKT00005217,CUST004572,ORD00003829,2025-08-27 06:54:07,,Technical Issue,Low,Open,Web Form,,Customer reported an issue related to damaged product.
TKT00005218,CUST002360,ORD00003032,2023-07-04 12:53:58,,Order Cancellation,Low,In Progress,Social Media,,Customer reported an issue related to wrong product.
TKT00005219,CUST004121,,2025-02-10 15:56:52,2025-02-20 12:56:52,Delivery Delay,High,Resolved,Email,2.0,Customer reported an issue related to missing item.
TKT00005220,CUST002436,,2026-05-08 14:39:01,,Technical Issue,Medium,Open,Chat,,Customer reported an issue related to technical issue.
TKT00005221,CUST001121,ORD00026363,2024-06-08 00:43:59,,Missing Item,Medium,Open,Chat,,Customer reported an issue related to account access.
TKT00005222,CUST000265,,2025-06-30 19:42:01,,Delivery Delay,Low,In Progress,Phone,,Customer reported an issue related to account access.
TKT00005223,CUST003897,ORD00019494,2026-01-22 19:36:11,2026-01-26 13:36:11,Wrong Product,Low,Resolved,Email,5.0,Customer reported an issue related to account access.
TKT00005224,CUST004153,,2025-07-24 11:35:02,2025-07-26 14:35:02,Damaged Product,Medium,Resolved,Email,2.0,Customer reported an issue related to missing item.
TKT00005225,CUST004165,ORD00014488,2023-08-28 15:57:34,2023-09-01 01:57:34,Damaged Product,Low,Closed,Chat,4.0,Customer reported an issue related to missing item.
TKT00005226,CUST001253,ORD00010199,2023-08-06 04:36:09,,Technical Issue,Low,Open,Social Media,,Customer reported an issue related to order cancellation.
TKT00005227,CUST002457,ORD00015647,2024-03-15 12:15:16,,Payment Issue,High,In Progress,Phone,,Customer reported an issue related to missing item.
TKT00005228,CUST002370,ORD00006991,2025-03-01 07:34:35,2025-03-07 18:34:35,Account Access,Medium,Resolved,Web Form,1.0,Customer reported an issue related to technical issue.
TKT00005229,CUST004501,ORD00003017,2024-09-27 22:37:51,,Damaged Product,Medium,In Progress,Social Media,,Customer reported an issue related to wrong product.
TKT00005230,CUST004338,ORD00003440,2024-02-10 04:27:01,2024-02-12 13:27:01,Damaged Product,Low,Closed,Chat,4.0,Customer reported an issue related to product information.
TKT00005231,CUST001931,ORD00025087,2025-07-11 07:31:06,,Wrong Product,Medium,Open,Email,,Customer reported an issue related to product information.
TKT00005232,CUST002530,,2024-03-22 21:20:24,,Missing Item,Critical,Open,Email,,Customer reported an issue related to refund request.
TKT00005233,CUST003841,ORD00002796,2024-04-20 18:04:22,2024-04-25 10:04:22,Refund Request,High,Closed,Chat,3.0,Customer reported an issue related to account access.
TKT00005234,CUST001292,ORD00024210,2025-01-18 05:39:52,,Wrong Product,Low,Open,Web Form,,Customer reported an issue related to wrong product.
TKT00005235,CUST002933,ORD00007701,2023-04-23 19:56:02,,Order Cancellation,Critical,Open,Social Media,,Customer reported an issue related to order cancellation.
TKT00005236,CUST004217,ORD00009512,2023-11-15 04:47:44,2023-11-22 10:47:44,Payment Issue,Low,Resolved,Chat,2.0,Customer reported an issue related to wrong product.
TKT00005237,CUST004684,ORD00010403,2023-06-04 03:40:08,2023-06-04 23:40:08,Technical Issue,Critical,Resolved,Chat,2.0,Customer reported an issue related to product information.
TKT00005238,CUST001284,ORD00007155,2025-01-11 14:28:13,2025-01-16 14:28:13,Damaged Product,Medium,Closed,Chat,3.0,Customer reported an issue related to missing item.
TKT00005239,CUST003748,ORD00021810,2023-09-13 17:11:22,2023-09-19 14:11:22,Missing Item,High,Resolved,Social Media,4.0,Customer reported an issue related to technical issue.
TKT00005240,CUST000328,ORD00007243,2024-12-19 19:06:26,,Missing Item,Medium,In Progress,Web Form,,Customer reported an issue related to delivery delay.
TKT00005241,CUST003198,ORD00004720,2024-10-29 19:20:27,,Order Cancellation,High,In Progress,Web Form,,Customer reported an issue related to wrong product.
TKT00005242,CUST004899,ORD00008795,2025-10-19 03:43:15,,Account Access,Medium,Open,Social Media,,Customer reported an issue related to refund request.
TKT00005243,CUST000234,ORD00001792,2025-08-03 19:57:18,2025-08-12 00:57:18,Payment Issue,Critical,Resolved,Social Media,3.0,Customer reported an issue related to refund request.
TKT00005244,CUST003459,ORD00007608,2023-04-23 08:55:11,2023-04-26 12:55:11,Technical Issue,Medium,Closed,Web Form,4.0,Customer reported an issue related to missing item.
TKT00005245,CUST002352,ORD00019977,2023-11-19 00:45:48,2023-11-28 06:45:48,Technical Issue,Low,Resolved,Chat,5.0,Customer reported an issue related to account access.
TKT00005246,CUST003240,ORD00012863,2025-03-15 11:51:33,2025-03-21 01:51:33,Missing Item,Low,Resolved,Chat,3.0,Customer reported an issue related to account access.
TKT00005247,CUST001468,ORD00016027,2023-01-02 14:38:34,2023-01-03 14:38:34,Delivery Delay,Critical,Resolved,Social Media,2.0,Customer reported an issue related to wrong product.
TKT00005248,CUST001122,ORD00012295,2023-06-24 10:56:06,,Account Access,Critical,In Progress,Web Form,,Customer reported an issue related to missing item.
TKT00005249,CUST003240,ORD00029261,2023-05-27 16:54:43,2023-06-01 03:54:43,Missing Item,High,Resolved,Chat,5.0,Customer reported an issue related to product information.
TKT00005250,CUST002196,ORD00000753,2025-04-01 12:50:52,2025-04-08 00:50:52,Missing Item,Medium,Closed,Email,5.0,Customer reported an issue related to product information.
TKT00005251,CUST001619,ORD00017724,2023-03-01 13:25:05,,Wrong Product,Medium,Open,Email,,Customer reported an issue related to order cancellation.
TKT00005252,CUST001478,ORD00006106,2023-03-15 00:21:38,2023-03-19 03:21:38,Delivery Delay,High,Resolved,Phone,2.0,Customer reported an issue related to payment issue.
TKT00005253,CUST000320,ORD00029998,2024-02-20 04:22:23,,Refund Request,Medium,In Progress,Phone,,Customer reported an issue related to missing item.
TKT00005254,CUST004451,ORD00012967,2023-05-08 14:45:00,2023-05-16 18:45:00,Delivery Delay,Critical,Resolved,Phone,1.0,Customer reported an issue related to damaged product.
TKT00005255,CUST001360,ORD00019288,2025-03-25 02:14:09,,Delivery Delay,Critical,In Progress,Web Form,,Customer reported an issue related to order cancellation.
TKT00005256,CUST004887,ORD00008589,2023-03-30 21:51:49,2023-04-04 19:51:49,Account Access,Critical,Closed,Chat,2.0,Customer reported an issue related to refund request.
TKT00005257,CUST001344,ORD00025861,2024-09-01 20:35:58,,Payment Issue,High,Open,Email,,Customer reported an issue related to account access.
TKT00005258,CUST003973,,2024-10-12 10:19:03,,Damaged Product,Critical,Open,Email,,Customer reported an issue related to technical issue.
TKT00005259,CUST003185,ORD00016081,2025-08-12 07:44:25,,Account Access,Low,In Progress,Web Form,,Customer reported an issue related to delivery delay.
